sample_id	run_id	assay_type	run_classification	gene_id	gene_symbol	overlay_source	overlay_source_count	overlay_source_list	mitocarta_hit	epi25_hit	match_key	clinical_evidence	clinical_status	variant_count
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000111696	NT5DC3	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000111716	LDHB	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000111850	SMIM8	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000111911	HINT3	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000112031	MTRF1L	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000112110	MRPL18	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000112992	NNT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000112996	MRPS30	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000113013	HSPA9	mitocarta	1	mitocarta	True	False	ensembl_gene_id	vus	vus	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000113272	THG1L	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000113492	AGXT2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	5
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000113790	EHHADH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	vus	vus	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000113845	TIMMDC1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000115159	GPD2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000115657	ABCB6	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000115840	SLC25A12	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000116171	SCP2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000116221	MRPL37	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000116353	MECR	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000116771	AGMAT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	6
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000116791	CRYZ	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000116874	WARS2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000116898	MRPS15	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000117009	KMO	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000117054	ACADM	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000117118	SDHB	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000117305	HMGCL	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000117481	NSUN4	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000117481	NSUN4	mitocarta	1	mitocarta	True	False	ensembl_gene_id	vus	vus	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000117528	ABCD3	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000117592	PRDX6	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000119673	ACOT2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000119689	DLST	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000119927	GPAM	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000119927	GPAM	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000120254	MTHFD1L	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000120662	MTRF1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000120675	DNAJC15	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000120832	MTERF2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000120915	EPHX2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000121057	AKAP1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000121057	AKAP1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000121289	CEP89	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000121691	CAT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000122696	SLC25A51	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000122971	ACADS	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000123130	ACOT9	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000123213	NLN	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000123453	SARDH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	7
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000123545	NDUFAF4	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000123600	METTL8	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000123815	COQ8B	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000124279	FASTKD3	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000124370	MCEE	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000124523	SIRT5	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000124532	MRS2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000124608	AARS2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000125166	GOT2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	5
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000125246	CLYBL	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000125454	SLC25A19	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000125656	CLPP	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000125741	OPA3	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000125779	PANK2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000125779	PANK2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000125871	MGME1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000126432	PRDX5	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000126602	TRAP1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000127884	ECHS1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000127952	STYXL1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000127989	MTERF1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000128694	OSGEPL1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000128951	DUT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000129473	BCL2L2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000130159	ECSIT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000130204	TOMM40	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000130299	GTPBP3	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000131143	COX4I1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000131473	ACLY	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000132305	IMMT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000132423	COQ3	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	4
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000132463	GRSF1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000132591	ERAL1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000132676	DAP3	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000132837	DMGDH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	5
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000132906	CASP9	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	5
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000133835	HSD17B4	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	5
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000133943	DGLUCY	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000134326	CMPK2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000134375	TIMM17A	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000134463	ECHDC3	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	8
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000134905	CARS2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000135002	RFK	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000135093	USP30	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000135537	AFG1L	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000135776	ABCB10	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000135776	ABCB10	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000135972	MRPS9	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	4
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000136003	ISCU	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000136010	ALDH1L2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000136444	RSAD1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000136783	NIPSNAP3A	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000136877	FPGS	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000137038	DMAC1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000137106	GRHPR	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000137124	ALDH1B1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000137274	BPHL	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000137409	MTCH1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000137500	CCDC90B	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000137767	SQOR	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000137806	NDUFAF1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000137875	BCL2L10	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000137992	DBT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000138029	HADHB	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000138029	HADHB	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000138035	PNPT1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000138035	PNPT1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000138095	LRPPRC	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000138346	DNA2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000138346	DNA2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000138399	FASTKD1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000138796	HADH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000139131	YARS2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000139428	MMAB	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000139531	SUOX	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000139637	MYG1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	4
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000140107	SLC25A47	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000140107	SLC25A47	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000140451	PIF1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000140521	POLG	mitocarta	1	mitocarta	True	False	ensembl_gene_id	conflicting	conflicting	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000140521	POLG	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000140905	GCSH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000140905	GCSH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000140983	RHOT2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000141385	AFG3L2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000141437	SLC25A52	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000142082	SIRT3	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000143149	ALDH9A1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000143158	MPC2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000143199	ADCY10	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	5
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000143353	LYPLAL1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000143436	MRPL9	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000143811	PYCR2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000144120	TMEM177	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000144182	LIPT1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000144381	HSPD1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000144659	SLC25A38	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000144908	ALDH1L1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	6
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000145337	PYURF	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000145439	CBR4	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000145832	SLC25A48	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000145982	FARS2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000146085	MMUT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	benign	benign	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000146250	PRSS35	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000146701	MDH2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	likely_benign	likely_benign	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000147454	SLC25A37	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000147576	ADHFE1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000147592	LACTB2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	3
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000148175	STOM	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000148334	PTGES2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000148339	SLC25A25	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	1
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	ENSG00000148343	MIGA2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missing	missing	2
